"2019-NCOV CORONAVIRUS, SARS-COV-2/2019-NCOV (COVID-19), ANY TECHNIQUE, MULTIPLE TYPES OR SUBTYPES (INCLUDES ALL TARGETS), NON-CDC",56616733_1,CDM,0306,RC,,,U0002,HCPCS,outpatient,,,130.00,84.50,AETNA MCR ADV,AETNA MCR ADV,,130.00,,,,,,0,12.47,335.73,other,APC - Medicare Packaging Rules [HCPCS] ( 130.00*1 ) Term Line 37 | There were zero instances of the item or service in the 15 months prior to posting the file
"ABLATION, IRREVERSIBLE ELECTROPORATION, LIVER, 1 OR MORE TUMORS, INCLUDING IMAGING GUIDANCE, PERCUTANEOUS",47384_1,CDM,0989,RC,,,47384,HCPCS,outpatient,,,994.00,646.10,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,981.12,,,,,,0,73.60,1023.82,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",122IP _1,CDM,0636,RC,00517-7504-25,NDC,J7608,HCPCS,outpatient,100.0000,ML,10.99,7.14,AETNA COMM - ALL OTHER PLANS,AETNA COMM - ALL OTHER PLANS,,17.35,,,,,,0,2.75,28.38,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",123IP _1,CDM,0636,RC,70069-0019-01,NDC,J7608,HCPCS,outpatient,200.0000,ML,19.17,12.46,BCBS MCR ADV,BCBS MCR ADV,,19.17,,,,,,0,4.79,49.51,other,APC - Medicare Packaging Rules [HCPCS] ( 19.17*1 ) Term Line 38 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,inpatient,1,UN,27986.52,18191.24,MOLINA MCAID - ALL OTHER PLANS,MOLINA MCAID - ALL OTHER PLANS,,12593.93,45.00,,12593.93,,,0,6454.22,19590.56,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ADHESIVE, LIQUID OR EQUAL, ANY TYPE, PER OZ",A4364_1,CDM,0989,RC,,,A4364,HCPCS,outpatient,,,42.65,27.72,UHC MCR ADV,UHC MCR ADV,,4.19,,,,,,0,1.56,78.57,fee schedule,There were zero instances of the item or service in the 15 months prior to posting the file
"ADMINISTRATION OF A STANDARDIZED, EVIDENCE-BASED ASSESSMENT OF PHYSICAL ACTIVITY AND NUTRITION, 5-15 MINUTES, NOT MORE OFTEN THAN EVERY 6 MONTHS",300G0136_1,CDM,0510,RC,,,G0136,HCPCS,outpatient,,,96.00,62.40,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,57.60,60.00,,57.6,,,0,24.00,247.92,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,3.74,2.43,MEDICA COMM - ALL OTHER PLANS,MEDICA COMM - ALL OTHER PLANS,,2.24,60.00,,2.24,,,0,0.28,9.66,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221IP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,3.74,2.43,MEDICA MCR ADV,MEDICA MCR ADV,,3.74,,,,,,0,0.28,9.66,other,APC - Medicare Packaging Rules [HCPCS] ( 3.74*1 ) Term Line 43 | There were zero instances of the item or service in the 15 months prior to posting the file
"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",115221OP _1,CDM,0636,RC,00487-9901-30,NDC,J7611,HCPCS,outpatient,1.0000,ME,2.09,1.36,MEDICA ELEVATE,MEDICA ELEVATE,,1.10,52.80,,1.1,,,0,0.28,5.40,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
