"MS-DRG 42.00: ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,facility,inpatient,,,,9667.26000,NaphCare,Federal Prison System,,11081.92,,,,,,,6926.20,16197.28,fee schedule,
"MS-DRG 42.00: AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,facility,inpatient,,,,24922.14000,United Healthcare,Commercial,,,83.40,,,,,0,17731.49,41466.02,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,facility,inpatient,,,,10502.04000,NaphCare,Medicare,,12495.63,,,,,,,7809.77,18263.54,fee schedule,
"MS-DRG 42.00: ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,facility,inpatient,,,,11525.31000,Humana,Medicare Advantage,,8595.37,,,,,,,8426.83,19706.58,fee schedule,
"MS-DRG 42.00: AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,facility,inpatient,,,,15645.34000,Humana,Medicare Advantage,,12131.14,,,,,,,11893.27,27813.04,fee schedule,
"MS-DRG 42.00: BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",584,MS-DRG,,,,,,,facility,inpatient,,,,26376.27000,InterWest Health,Medicare Advantage,,19948.03,,,,,,,19556.89,45734.82,fee schedule,
"MS-DRG 42.00: CARDIAC ARREST, UNEXPLAINED WITH CC",297,MS-DRG,,,,,,,facility,inpatient,,,,9815.37000,Blue Cross Blue Shield of Wyoming,Institutional,,15734.88,,,,,,,6728.46,15734.88,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",298,MS-DRG,,,,,,,facility,inpatient,,,,5924.23000,United Healthcare,UHC Medicare Advantage,,4219.13,,,,,,,4219.13,9866.69,fee schedule,
"MS-DRG 42.00: CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",287,MS-DRG,,,,,,,facility,inpatient,,,,14568.21000,Blue Cross Blue Shield of Wyoming,Institutional,,24341.71,,,,,,,10408.88,24341.71,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",442,MS-DRG,,,,,,,facility,inpatient,,,,12817.87000,Blue Cross Blue Shield of Wyoming,Institutional,,21582.97,,,,,,,9229.20,21582.97,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",442,MS-DRG,,,,,,,facility,inpatient,,,,12817.87000,United Healthcare,UHC Medicare Advantage,,9229.20,,,,,,,9229.20,21582.97,fee schedule,
"MS-DRG 42.00: EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",147,MS-DRG,,,,,,,facility,inpatient,,,,16641.69000,Blue Cross Blue Shield of Wyoming,Institutional,,27806.34,,,,,,,11890.40,27806.34,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",146,MS-DRG,,,,,,,facility,inpatient,,,,28422.82000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,37393.83,,,,,,,21913.35,51245.60,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",790,MS-DRG,,,,,,,facility,inpatient,,,,80784.90000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,17821.95,,,,,,,17821.95,96900.24,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",513,MS-DRG,,,,,,,facility,inpatient,,,,21825.39000,United Healthcare,UHC Medicare Advantage,,14381.57,,,,,,,14381.57,33632.09,fee schedule,
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",758,MS-DRG,,,,,,,facility,inpatient,,,,13369.90000,InterWest Health,Medicare Advantage,,9931.12,,,,,,,9736.39,22769.12,fee schedule,
"MS-DRG 42.00: NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",789,MS-DRG,,,,,,,facility,inpatient,,,,24491.29000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,4711.55,,,,,,,4711.55,29382.38,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",156,MS-DRG,,,,,,,facility,inpatient,,,,8832.48000,Prime Health Services,Medicare Advantage,,6551.27,,,,,,,6422.81,15020.07,fee schedule,
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",145,MS-DRG,,,,,,,facility,inpatient,,,,16439.73000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,24270.62,,,,,,,11317.28,26466.06,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",580,MS-DRG,,,,,,,facility,inpatient,,,,23521.87000,Banner Health,Banner Choice Plus/Banner Select,,16935.78,,,,,,,16935.78,39605.27,fee schedule,
"MS-DRG 42.00: PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",405,MS-DRG,,,,,,,facility,inpatient,,,,74120.14000,United Healthcare,Commercial,,,83.40,,,,,0,51855.23,121266.30,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",735,MS-DRG,,,,,,,facility,inpatient,,,,,Prime Health Services,Medicare Advantage,,11827.16,,,,,,,11595.25,27116.09,fee schedule,
"MS-DRG 42.00: SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",510,MS-DRG,,,,,,,facility,inpatient,,,,36635.95000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,46587.03,,,,,,,27300.71,63844.23,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",510,MS-DRG,,,,,,,facility,inpatient,,,,36635.95000,United Healthcare,UHC Medicare Advantage,,27300.71,,,,,,,27300.71,63844.23,fee schedule,
"MS-DRG 42.00: SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",622,MS-DRG,,,,,,,facility,inpatient,,,,51513.84000,United Healthcare,UHC Medicare Advantage,,35743.78,,,,,,,35743.78,83588.79,fee schedule,
"MS-DRG 42.00: SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC",456,MS-DRG,,,,,,,facility,inpatient,,,,113489.32000,Medica,Commercial,,,90.00,,,,,0,80898.25,189184.98,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",625,MS-DRG,,,,,,,facility,inpatient,,,,,United Healthcare,Commercial,,,83.40,,,,,0,27386.70,64045.27,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",627,MS-DRG,,,,,,,facility,inpatient,,,,16641.69000,Banner Health,Banner Choice Plus/Banner Select,,12101.48,,,,,,,12101.48,28300.01,fee schedule,
"MS-DRG 42.00: TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES",004,MS-DRG,,,,,,,facility,inpatient,,,,197923.00000,NaphCare,Medicare,,215952.82,,,,,,,134970.51,315635.94,fee schedule,
"MS-DRG 42.00: TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",605,MS-DRG,,,,,,,facility,inpatient,,,,12238.91000,United Healthcare,Commercial,,,83.40,,,,,0,8823.22,20633.61,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",747,MS-DRG,,,,,,,facility,inpatient,,,,11942.70000,Prime Health Services,Medicare Advantage,,9306.60,,,,,,,9124.12,21337.25,fee schedule,
"OPEN IMPLANTATION OF HYPOGLOSSAL NERVE NEUROSTIMULATOR ARRAY, PULSE GENERATOR, AND DISTAL RESPIRATORY SENSOR ELECTRODE OR ELECTRODE ARRAY",64582,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",32637.21,32637.21,32637.21,1 through 10,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc."
"REMOVAL OF IMPLANT; SUPERFICIAL (EG, BURIED WIRE, PIN OR ROD) (SEPARATE PROCEDURE)",20670,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
ABL ARRHYTHMIA ADDL,4814893,CDM,480,RC,93655,CPT,,,facility,inpatient,,,11718.00000,4921.56000,InterWest Health,Auto & General Liability,,11366.46,,,,,,,9960.30,11483.64,percent of total billed charges,
ABL CATH IC NODE A/V W/WO PM TEMP,4801338,CDM,480,RC,93650,CPT,,,facility,outpatient,,,16948.00000,7118.16000,NaphCare,Federal Prison System,,10243.93,,,,,,,4575.96,16609.04,fee schedule,
ABL CATH IC NODE A/V W/WO PM TEMP,4801338,CDM,480,RC,93650,CPT,,,facility,outpatient,,,16948.00000,7118.16000,Prime Health Services,Auto & General Liability,,16439.56,,,,,,,4575.96,16609.04,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ABL CATH IC NODE A/V W/WO PM TEMP,4801338,CDM,480,RC,93650,CPT,,,facility,outpatient,,,16948.00000,7118.16000,Prime Health Services,Medicare Advantage,,7739.86,,,,,,,4575.96,16609.04,fee schedule,
ABL CRYO NEUROMA,3533908,CDM,361,RC,17999,CPT,,,facility,outpatient,,,10632.00000,4465.44000,InterWest Health,Workers' Comp,,10419.36,,,,,,,198.70,10419.36,percent of total billed charges,"Reimbursement will be the lesser of 98% of state or federal WC schedule or 98% of the usual and customary rate, or 98% of billed charges."
ABL CRYO NEUROMA,3533908,CDM,361,RC,17999,CPT,,,facility,outpatient,,,10632.00000,4465.44000,Medica,Commercial,,9568.80,,,,,,,198.70,10419.36,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC LT,3523958,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,Multiplan,Commercial,LT,13541.30,,,,,,,3848.58,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,inpatient,,,14254.00000,5986.68000,"Hue Health, Inc",Medicare Advantage,RT,12115.90,,,,,,,12115.90,13968.92,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,inpatient,,,14254.00000,5986.68000,Coventry,Commercial,RT,13683.84,,,,,,,12115.90,13968.92,percent of total billed charges,
ABL FIB ATRIAL ADDL,4814919,CDM,480,RC,93657,CPT,,,facility,outpatient,,,8559.00000,3594.78000,First Choice Health Network,Commerical,,8131.05,,,,,,,2310.93,8387.82,percent of total billed charges,
ABL RF JOINT SI INCL IMG GD BI,3266418,CDM,361,RC,64625,CPT,,,facility,outpatient,,,6300.00000,2646.00000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,50,5166.00,,,,,,,1701.00,10877.00,percent of total billed charges,
ABL RF JOINT SI INCL IMG GD BI,3266418,CDM,361,RC,64625,CPT,,,facility,outpatient,,,6300.00000,2646.00000,First Choice Health Network,Commerical,50,5985.00,,,,,,,1701.00,10877.00,percent of total billed charges,
ABL RF JOINT SI INCL IMG GD LT,3266426,CDM,361,RC,64625,CPT,,,facility,outpatient,,,4200.00000,1764.00000,InterWest Health,Workers' Comp,LT,4116.00,,,,,,,1134.00,10877.00,percent of total billed charges,"Reimbursement will be the lesser of 98% of state or federal WC schedule or 98% of the usual and customary rate, or 98% of billed charges."
ABL RF JOINT SI INCL IMG GD RT,3266434,CDM,361,RC,64625,CPT,,,facility,inpatient,,,4200.00000,1764.00000,First Choice Health Network,Commerical,RT,3990.00,,,,,,,3570.00,4116.00,percent of total billed charges,
ABL RF TUMOR/S BONE PERC IMG GD,3262078,CDM,361,RC,20982,CPT,,,facility,inpatient,,,12822.00000,5385.24000,Prime Health Services,Worker's Comp,,12565.56,,,,,,,10898.70,12565.56,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ABL RF TUMOR/S BONE PERC IMG GD,3502622,CDM,361,RC,20982,CPT,,,facility,outpatient,,,12822.00000,5385.24000,Prime Health Services,Medicare Advantage,,13124.16,,,,,,,3461.94,18767.00,fee schedule,
ABL RF TUMOR/S KIDNEY PERC BI,3531738,CDM,361,RC,50592,CPT,,,facility,outpatient,,,12344.00000,5184.48000,Banner Health,Banner Choice Plus/Banner Select,50,3332.88,,,,,,,3332.88,26502.00,percent of total billed charges,
ABL RF TUMOR/S KIDNEY PERC LT,3523586,CDM,361,RC,50592,CPT,,,facility,inpatient,,,8229.00000,3456.18000,InterWest Health,Auto & General Liability,LT,7982.13,,,,,,,6994.65,8064.42,percent of total billed charges,
ABL RF TUMOR/S KIDNEY PERC LT,3523586,CDM,361,RC,50592,CPT,,,facility,outpatient,,,8229.00000,3456.18000,Coventry,Commercial,LT,7899.84,,,,,,,2221.83,26502.00,percent of total billed charges,
ABL RF TUMOR/S KIDNEY PERC RT,3523578,CDM,361,RC,50592,CPT,,,facility,outpatient,,,8229.00000,3456.18000,Multiplan,Commercial,RT,7817.55,,,,,,,2221.83,26502.00,percent of total billed charges,
ABL RF TUMOR/S PULM PERC IMG GD BI,3527793,CDM,361,RC,32998,CPT,,,facility,inpatient,,,12674.00000,5323.08000,Coventry,Commercial,50,12167.04,,,,,,,10772.90,12420.52,percent of total billed charges,
ABL RF TUMOR/S PULM PERC IMG GD LT,3527777,CDM,361,RC,32998,CPT,,,facility,inpatient,,,8449.00000,3548.58000,"Hue Health, Inc",Medicare Advantage,LT,7181.65,,,,,,,7181.65,8280.02,percent of total billed charges,
ABL RF TUMOR/S PULM PERC IMG GD RT,3527785,CDM,361,RC,32998,CPT,,,facility,inpatient,,,8449.00000,3548.58000,Prime Health Services,Worker's Comp,RT,8280.02,,,,,,,7181.65,8280.02,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ACCS&CLSR ART FEM NDGFT PERC UNI,4817896,CDM,361,RC,34713,CPT,,,facility,inpatient,,,693.00000,291.06000,InterWest Health,Group Health,,672.21,,,,,,,589.05,679.14,percent of total billed charges,
ADHESIVE LVL 01,6289615,CDM,272,RC,,,,,facility,inpatient,,,166.00000,69.72000,Multiplan,Commercial,,157.70,,,,,,,141.10,162.68,percent of total billed charges,
ADHESIVE LVL 02,6289623,CDM,272,RC,,,,,facility,inpatient,,,313.00000,131.46000,Prime Health Services,Group Health,,303.61,,,,,,,266.05,306.74,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ADHESIVE LVL 02,6289623,CDM,272,RC,,,,,facility,outpatient,,,313.00000,131.46000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,256.66,,,,,,,84.51,306.74,percent of total billed charges,
ADHESIVE LVL 03,6289631,CDM,272,RC,,,,,facility,inpatient,,,594.00000,249.48000,Prime Health Services,Group Health,,576.18,,,,,,,504.90,582.12,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ADHESIVE LVL 03,6289631,CDM,272,RC,,,,,facility,outpatient,,,594.00000,249.48000,United Healthcare,Commercial,,492.43,,,,,,,160.38,582.12,percent of total billed charges,
ADHESIVE LVL 04,6289649,CDM,272,RC,,,,,facility,inpatient,,,1413.00000,593.46000,Multiplan,Commercial,,1342.35,,,,,,,1201.05,1384.74,percent of total billed charges,
ADHESIVE LVL 04,6289649,CDM,272,RC,,,,,facility,inpatient,,,1413.00000,593.46000,Prime Health Services,Auto & General Liability,,1370.61,,,,,,,1201.05,1384.74,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ADHESIVE LVL 04,6289649,CDM,272,RC,,,,,facility,outpatient,,,1413.00000,593.46000,Prime Health Services,Group Health,,1370.61,,,,,,,381.51,1384.74,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ADHESIVE LVL 06,6289664,CDM,272,RC,,,,,facility,outpatient,,,3853.00000,1618.26000,Cigna Healthcare & Life Insurance Company – WY,Commercial,,3352.11,,,,,,,1040.31,3775.94,percent of total billed charges,
ADHESIVE LVL 08,6289680,CDM,272,RC,,,,,facility,inpatient,,,6105.00000,2564.10000,InterWest Health,Group Health,,5921.85,,,,,,,5189.25,5982.90,percent of total billed charges,
ADHESIVE LVL 08,6289680,CDM,272,RC,,,,,facility,inpatient,,,6105.00000,2564.10000,Prime Health Services,Worker's Comp,,5982.90,,,,,,,5189.25,5982.90,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ADHSN BARRIER IMP <30DAYS LVL 01,6312540,CDM,272,RC,C1765,HCPCS,,,facility,inpatient,,,850.00000,357.00000,"Hue Health, Inc",Medicare Advantage,,722.50,,,,,,,722.50,833.00,percent of total billed charges,
ADHSN BARRIER IMP <30DAYS LVL 01,6312540,CDM,272,RC,C1765,HCPCS,,,facility,outpatient,,,850.00000,357.00000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,697.00,,,,,,,229.50,833.00,percent of total billed charges,
