"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","1259.96","","","","","","","fee schedule","729.11","2472.37",""
"2vhpv vaccine 3 dose im","90650","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","222.75","","","","","","","fee schedule","121.01","326.17",""
"3-d radiotherapy plan","77295","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1287.35","","","","","","","fee schedule","1287.35","3699.18","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","226.36","","","","","","","fee schedule","221.92","244.11","APC"
"5-HYDROXYTRYPTOPHAN (5-HTP) 50 MG CAPSULE","4746900884","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ABACAVIR 300 MG TABLET","31722-557-60","NDC","","","","","facility","both","1","EA","","63","31.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ABOBOTULINUMTOXINA 500 UNIT INTRAMUSCULAR SOLUTION","15054-0500-1","NDC","","","","","facility","both","1","EA","","3577","1788.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY","45802-730-32","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE 250 MG TABLET","0527-1050-01","NDC","","","","","facility","both","1","EA","","25","12.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION","63323-325-03","NDC","","","","","facility","both","1","EA","","136","68","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","692.69","","","","","","","fee schedule","692.69","761.96","APC"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION","68516-5214-3","NDC","","","","","facility","both","1","EA","","194","97","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 ML"
"ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER","69097-142-60","NDC","","","","","facility","both","1","EA","","256","128","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6.7 G"
"ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION","58468-0160-1","NDC","","","","","facility","both","1","EA","","4035","2017.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALISKIREN 300 MG TABLET","70839-300-30","NDC","","","","","facility","both","1","EA","","106","53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALUMINUM-MAG HYDROXIDE-SIMETHICONE 400 MG-400 MG-40 MG/5 ML ORAL SUSP","0904-5725-14","NDC","","","","","facility","both","1","EA","","32","16","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 355 ML"
"AMIKACIN 500 MG/2 ML INJECTION SOLUTION","23155-290-41","NDC","","","","","facility","both","1","EA","","57","28.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMLODIPINE 2.5 MG TABLET","69097-126-05","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 62.5 MG/5 ML ORAL SUSPENSION","43598-204-52","NDC","","","","","facility","both","1","EA","","496","248","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 ML"
"AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 62.5 MG/5 ML ORAL SUSPENSION","60432-065-47","NDC","","","","","facility","both","1","EA","","435","217.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 150 ML"
"AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET","0093-2274-34","NDC","","","","","facility","both","1","EA","","27","13.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 250 (+/-) UNIT IV SOLUTION","0944-3051-03","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"APREPITANT 125 MG CAPSULE","0781-2323-68","NDC","","","","","facility","both","1","EA","","1082","541","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"APREPITANT 130 MG/18 ML (7.2 MG/ML) INTRAVENOUS EMULSION","47426-201-01","NDC","","","","","facility","both","1","EA","","1813","906.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 18 ML"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION","63402-911-01","NDC","","","","","facility","both","1","EA","","142","71","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ARIPIPRAZOLE 15 MG TABLET","43598-557-30","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 5 MG TABLET","65862-662-30","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION","63323-637-03","NDC","","","","","facility","both","1","EA","","2703","1351.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"ATEZOLIZUMAB 840 MG/14 ML (60 MG/ML) INTRAVENOUS SOLUTION","50242-918-01","NDC","","","","","facility","both","1","EA","","21366","10683","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 14 ML"
"ATROPINE 1 MG/ML INJECTION WRAPPER","0517-1010-25","NDC","","","","","facility","both","1","EA","","92","46","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"AZACITIDINE 100 MG SOLUTION FOR SUBQ INJECTION","63323-771-39","NDC","","","","","facility","both","1","EA","","570","285","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZACITIDINE 100 MG SOLUTION FOR SUBQ INJECTION","63323-771-39","NDC","","","","","facility","both","1","EA","","570","285","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
