Facility,"Daratumumab, hyaluronidase",9378,APC,,,,,,,,Outpatient,,,,,29.061541,94.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.061541,,,,,,,case rate,,,,,,,,,,,55.567,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.68,,,,,,,case rate,,55.57,,,,,,,case rate,,54.46,,,,,,,case rate,,55.57,,,,,,,case rate,,56.4,,,,,,,case rate,,55.57,,,,,,,case rate,,52.79,,,,,,,case rate,,56.12,,,,,,,case rate,,55.57,,,,,,,case rate,,56.68,,,,,,,case rate,,55.57,,,,,,,case rate,,55.57,,,,,,,case rate,,55.57,,,,,,,case rate,,56.68,,,,,,,case rate,,58.35,,,,,,,case rate,,55.57,,,,,,,case rate,,55.57,,,,,,,case rate,,55.57,,,,,,,case rate,,55.57,,,,,,,case rate,,56.4,,,,,,,case rate,,94.46,,,,,,,case rate,,55.57,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,,29.061541,,,,,,,case rate,
Facility,"Inj mosunetuzumab-axgb, 1 mg",9150,APC,,,,,,,,Outpatient,,,,,342.370967,1112.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.370967,,,,,,,case rate,,,,,,,,,,,654.629,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.72,,,,,,,case rate,,654.63,,,,,,,case rate,,641.54,,,,,,,case rate,,654.63,,,,,,,case rate,,664.45,,,,,,,case rate,,654.63,,,,,,,case rate,,621.9,,,,,,,case rate,,661.18,,,,,,,case rate,,654.63,,,,,,,case rate,,667.72,,,,,,,case rate,,654.63,,,,,,,case rate,,654.63,,,,,,,case rate,,654.63,,,,,,,case rate,,667.72,,,,,,,case rate,,687.36,,,,,,,case rate,,654.63,,,,,,,case rate,,654.63,,,,,,,case rate,,654.63,,,,,,,case rate,,654.63,,,,,,,case rate,,664.45,,,,,,,case rate,,1112.87,,,,,,,case rate,,654.63,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,,342.370967,,,,,,,case rate,
Facility,"Inj ublituximab-xiiy, 1 mg",9149,APC,,,,,,,,Outpatient,,,,,37.003819,120.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.003819,,,,,,,case rate,,,,,,,,,,,70.753,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.17,,,,,,,case rate,,70.75,,,,,,,case rate,,69.34,,,,,,,case rate,,70.75,,,,,,,case rate,,71.81,,,,,,,case rate,,70.75,,,,,,,case rate,,67.22,,,,,,,case rate,,71.46,,,,,,,case rate,,70.75,,,,,,,case rate,,72.17,,,,,,,case rate,,70.75,,,,,,,case rate,,70.75,,,,,,,case rate,,70.75,,,,,,,case rate,,72.17,,,,,,,case rate,,74.29,,,,,,,case rate,,70.75,,,,,,,case rate,,70.75,,,,,,,case rate,,70.75,,,,,,,case rate,,70.75,,,,,,,case rate,,71.81,,,,,,,case rate,,120.28,,,,,,,case rate,,70.75,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,,37.003819,,,,,,,case rate,
Facility,"Inj zanidatamab-hrii, 2 mg",2062,APC,,,,,,,,Outpatient,,,,,13.099058,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.099058,,,,,,,case rate,,,,,,,,,,,25.046,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55,,,,,,,case rate,,25.05,,,,,,,case rate,,24.55,,,,,,,case rate,,25.05,,,,,,,case rate,,25.42,,,,,,,case rate,,25.05,,,,,,,case rate,,23.79,,,,,,,case rate,,25.3,,,,,,,case rate,,25.05,,,,,,,case rate,,25.55,,,,,,,case rate,,25.05,,,,,,,case rate,,25.05,,,,,,,case rate,,25.05,,,,,,,case rate,,25.55,,,,,,,case rate,,26.3,,,,,,,case rate,,25.05,,,,,,,case rate,,25.05,,,,,,,case rate,,25.05,,,,,,,case rate,,25.05,,,,,,,case rate,,25.42,,,,,,,case rate,,42.58,,,,,,,case rate,,25.05,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,,13.099058,,,,,,,case rate,
Facility,"Inj, aponvie, 1 mg",9107,APC,,,,,,,,Outpatient,,,,,0.99893,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99893,,,,,,,case rate,,,,,,,,,,,1.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,case rate,,1.91,,,,,,,case rate,,1.87,,,,,,,case rate,,1.91,,,,,,,case rate,,1.94,,,,,,,case rate,,1.91,,,,,,,case rate,,1.81,,,,,,,case rate,,1.93,,,,,,,case rate,,1.91,,,,,,,case rate,,1.95,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.95,,,,,,,case rate,,2.01,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.91,,,,,,,case rate,,1.94,,,,,,,case rate,,3.25,,,,,,,case rate,,1.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,,0.99893,,,,,,,case rate,
Facility,"Inj, crovalimab-akkz, 10 mg",0818,APC,,,,,,,,Outpatient,,,,,288.440776,937.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.440776,,,,,,,case rate,,,,,,,,,,,551.512,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.54,,,,,,,case rate,,551.51,,,,,,,case rate,,540.48,,,,,,,case rate,,551.51,,,,,,,case rate,,559.78,,,,,,,case rate,,551.51,,,,,,,case rate,,523.94,,,,,,,case rate,,557.03,,,,,,,case rate,,551.51,,,,,,,case rate,,562.54,,,,,,,case rate,,551.51,,,,,,,case rate,,551.51,,,,,,,case rate,,551.51,,,,,,,case rate,,562.54,,,,,,,case rate,,579.09,,,,,,,case rate,,551.51,,,,,,,case rate,,551.51,,,,,,,case rate,,551.51,,,,,,,case rate,,551.51,,,,,,,case rate,,559.78,,,,,,,case rate,,937.57,,,,,,,case rate,,551.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,,288.440776,,,,,,,case rate,
Facility,"Inj, rykindo, 0.5 mg",0739,APC,,,,,,,,Outpatient,,,,,6.81469,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81469,,,,,,,case rate,,,,,,,,,,,13.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29,,,,,,,case rate,,13.03,,,,,,,case rate,,12.77,,,,,,,case rate,,13.03,,,,,,,case rate,,13.23,,,,,,,case rate,,13.03,,,,,,,case rate,,12.38,,,,,,,case rate,,13.16,,,,,,,case rate,,13.03,,,,,,,case rate,,13.29,,,,,,,case rate,,13.03,,,,,,,case rate,,13.03,,,,,,,case rate,,13.03,,,,,,,case rate,,13.29,,,,,,,case rate,,13.68,,,,,,,case rate,,13.03,,,,,,,case rate,,13.03,,,,,,,case rate,,13.03,,,,,,,case rate,,13.03,,,,,,,case rate,,13.23,,,,,,,case rate,,22.15,,,,,,,case rate,,13.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,,6.81469,,,,,,,case rate,
Facility,"Inj. inebilizumab-cdon, 1 mg",9394,APC,,,,,,,,Outpatient,,,,,259.170035,842.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.170035,,,,,,,case rate,,,,,,,,,,,495.545,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.46,,,,,,,case rate,,495.55,,,,,,,case rate,,485.63,,,,,,,case rate,,495.55,,,,,,,case rate,,502.98,,,,,,,case rate,,495.55,,,,,,,case rate,,470.77,,,,,,,case rate,,500.5,,,,,,,case rate,,495.55,,,,,,,case rate,,505.46,,,,,,,case rate,,495.55,,,,,,,case rate,,495.55,,,,,,,case rate,,495.55,,,,,,,case rate,,505.46,,,,,,,case rate,,520.32,,,,,,,case rate,,495.55,,,,,,,case rate,,495.55,,,,,,,case rate,,495.55,,,,,,,case rate,,495.55,,,,,,,case rate,,502.98,,,,,,,case rate,,842.43,,,,,,,case rate,,495.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,,259.170035,,,,,,,case rate,
Facility,"Inj., cerliponase alfa 1 mg",9014,APC,,,,,,,,Outpatient,,,,,62.950372,204.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.950372,,,,,,,case rate,,,,,,,,,,,120.364,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.77,,,,,,,case rate,,120.36,,,,,,,case rate,,117.96,,,,,,,case rate,,120.36,,,,,,,case rate,,122.17,,,,,,,case rate,,120.36,,,,,,,case rate,,114.35,,,,,,,case rate,,121.57,,,,,,,case rate,,120.36,,,,,,,case rate,,122.77,,,,,,,case rate,,120.36,,,,,,,case rate,,120.36,,,,,,,case rate,,120.36,,,,,,,case rate,,122.77,,,,,,,case rate,,126.38,,,,,,,case rate,,120.36,,,,,,,case rate,,120.36,,,,,,,case rate,,120.36,,,,,,,case rate,,120.36,,,,,,,case rate,,122.17,,,,,,,case rate,,204.62,,,,,,,case rate,,120.36,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,,62.950372,,,,,,,case rate,
Facility,"Inj., lanadelumab-flyo, 1 mg",9326,APC,,,,,,,,Outpatient,,,,,45.649532,148.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.649532,,,,,,,case rate,,,,,,,,,,,87.284,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.03,,,,,,,case rate,,87.28,,,,,,,case rate,,85.54,,,,,,,case rate,,87.28,,,,,,,case rate,,88.59,,,,,,,case rate,,87.28,,,,,,,case rate,,82.92,,,,,,,case rate,,88.16,,,,,,,case rate,,87.28,,,,,,,case rate,,89.03,,,,,,,case rate,,87.28,,,,,,,case rate,,87.28,,,,,,,case rate,,87.28,,,,,,,case rate,,89.03,,,,,,,case rate,,91.65,,,,,,,case rate,,87.28,,,,,,,case rate,,87.28,,,,,,,case rate,,87.28,,,,,,,case rate,,87.28,,,,,,,case rate,,88.59,,,,,,,case rate,,148.38,,,,,,,case rate,,87.28,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,,45.649532,,,,,,,case rate,
