1/2NSS + KCL 20mEq 20-0.45 MEQ/L-% Soln 1000 mL Flex Cont,00338-0704-34,NDC,636,RC,J3480,HCPCS,,Outpatient,1000,ML,7.53,3.76,Congregation of the Sister Servants,Congregation of the Sister Servants,6.40,,,,,,,percent of total billed charges,0.12,6.40,
1/2NSS + KCL 20mEq 20-0.45 MEQ/L-% Soln 1000 mL Flex Cont,00338-0704-34,NDC,636,RC,J3480,HCPCS,,Outpatient,1000,ML,7.53,3.76,North Central Secure Treatment Unit,North Central Secure Treatment Unit,2.71,,,,,,,percent of total billed charges,0.12,6.40,
10F 11CM,6042489,LOCAL,278,RC,C1894,HCPCS,,Inpatient,,,67.60,33.80,North Central Secure Treatment Unit,North Central Secure Treatment Unit,24.34,,,,,,,percent of total billed charges,24.34,57.46,
10F 11CM,6042489,LOCAL,278,RC,C1894,HCPCS,,Outpatient,,,67.60,33.80,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,57.46,
11F 23CM BRITETIP,6042492,LOCAL,278,RC,C1894,HCPCS,,Inpatient,,,149.50,74.75,Aetna,First Health Network,97.92,,,,,,,percent of total billed charges,53.82,127.08,
11F 23CM BRITETIP,6042492,LOCAL,278,RC,C1894,HCPCS,,Outpatient,,,149.50,74.75,Christian Healthcare Ministries,Christian Healthcare Ministries,74.75,,,,,,,percent of total billed charges,1.00,127.08,
12 FR 1.2 CM,110464,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,591.17,
12 FR 1.5 CM,110465,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Multiplan,Multiplan/Private Health Care System,535.92,,,,,,,percent of total billed charges,226.98,535.92,
12 FR 1.5 CM,110465,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Integrated Health Plan,Integrated Health Plan,378.30,,,,,,,percent of total billed charges,1.00,535.92,
12 FR 1.5 CM,110465,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Shepard International Health Care,Shepard International Health Care - Allegheny International,315.25,,,,,,,percent of total billed charges,226.98,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Multiplan,Beech Street,535.92,,,,,,,percent of total billed charges,1.00,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,535.92,
12FR 1.5CM ENFIT,280047,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,695.50,347.75,Shepard International Health Care,Shepard International Health Care - Allegheny International,347.75,,,,,,,percent of total billed charges,250.38,591.17,
12FR 1.5CM ENFIT,280047,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Aetna,Aetna,325.49,,,,,,,percent of total billed charges,1.00,591.17,
12FR 1.5CM ENFIT,280047,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Blue Cross Blue Shield,Capital - Enhanced Network Rates,243.08,,,,,,,percent of total billed charges,1.00,591.17,
14 FR 1.2 CM,110469,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Christian Healthcare Ministries,Christian Healthcare Ministries,315.25,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,226.98,535.92,
14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Enhanced Network Rates,220.36,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.7 CM,110471,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,535.92,
14MM SCREW,192833,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,585.00,292.50,Multiplan,Beech Street,497.25,,,,,,,percent of total billed charges,1.00,497.25,
16 FR 1.0 CM,110473,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,North Central Secure Treatment Unit,North Central Secure Treatment Unit,250.38,,,,,,,percent of total billed charges,1.00,591.17,
16 FR 1.2 CM,110474,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,591.17,
16 FR 1.2 CM,110474,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,United Healthcare,United Healthcare - Client Specific Rate,354.70,,,,,,,percent of total billed charges,1.00,591.17,
16 FR 1.5 CM,110475,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Shepard International Health Care,Shepard International Health Care - Allegheny International,315.25,,,,,,,percent of total billed charges,1.00,535.92,
16 FR 2.0 CM,110477,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Shepard International Health Care,Shepard International Health Care - Allegheny International,315.25,,,,,,,percent of total billed charges,226.98,535.92,
16 FR 2.0 CM,110477,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,535.92,
18 FR 1.5 CM,110480,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Intergroup Services,Intergroup Services,535.92,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,United Healthcare,United Healthcare - Client Specific Rate,321.56,,,,,,,percent of total billed charges,1.00,535.92,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,First Health Network,11921.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 13,115535,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Special Network Rates,4451.72,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,6095721,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 25,6095723,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Special Network Rates,4451.72,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 28,6095724,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,1.00,15470.00,
2-Lumen 15 Cm X 14 Fr Acute Hemodialysis,288881,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1170.00,585.00,Christian Healthcare Ministries,Christian Healthcare Ministries,585.00,,,,,,,percent of total billed charges,1.00,994.50,
2.0 FULL RADIUS 3410,6008434,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,225.42,112.71,Multiplan,Multiplan/Private Health Care System,191.61,,,,,,,percent of total billed charges,81.15,191.61,
2.0 FULL RADIUS 3410,6008434,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,225.42,112.71,Aetna,First Health Network,147.65,,,,,,,percent of total billed charges,1.00,191.61,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,552.50,
222 V40+8 FEMORAL HEAD,6096577,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1989.00,994.50,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1690.65,
28MM BIOLOX DELTA HEAD L,118957,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Blue Cross Blue Shield,Capital - Basic Network Rates,1525.81,,,,,,,percent of total billed charges,1.00,3038.75,
28MM BIOLOX DELTA HEAD L,118957,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Cigna,Cigna,1532.96,,,,,,,percent of total billed charges,1.00,3038.75,
28MM BIOLOX DELTA HEAD M,118956,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,1287.00,,,,,,,percent of total billed charges,1.00,3038.75,
28MM BIOLOX DELTA HEAD S,118955,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Blue Cross Blue Shield,Capital - Basic Network Rates,1525.81,,,,,,,percent of total billed charges,1.00,3038.75,
28MM COCR HEAD L,118938,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Multiplan,Multiplan/Private Health Care System,1381.25,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD M,118937,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Cigna,Cigna,696.80,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD M,118937,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,North Central Secure Treatment Unit,North Central Secure Treatment Unit,585.00,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD S,118936,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Multiplan,Multiplan/Private Health Care System,1381.25,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Shepard International Health Care,Shepard International Health Care - Allegheny International,812.50,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Blue Cross Blue Shield,Capital - Enhanced Network Rates,567.94,,,,,,,percent of total billed charges,1.00,1381.25,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,9100.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - All Payer Rate,8026.20,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,6095727,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 13,115544,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - All Payer Rate,8026.20,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 13,6095728,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 16,6095729,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 22,6095731,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 22,6095731,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 25,6095732,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,115549,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 31,6095734,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Cigna,Cigna,7804.16,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3-LUMEN 20CM X 12FR PRESSURE INJECTABLE ACUTE HEMODIALYSIS,288882,LOCAL,278,RC,C1750,HCPCS,,Inpatient,,,1199.90,599.95,Christian Healthcare Ministries,Christian Healthcare Ministries,599.95,,,,,,,percent of total billed charges,431.96,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Inpatient,,,1199.90,599.95,Christian Healthcare Ministries,Christian Healthcare Ministries,599.95,,,,,,,percent of total billed charges,431.96,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Integrated Health Plan,Integrated Health Plan,719.94,,,,,,,percent of total billed charges,1.00,1019.92,
3.0MM HEADLESS COM SCREW LT 16,6054061,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 18,6054063,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 19,6054064,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 24,6054069,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 24,6054069,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Enhanced Network Rates,786.48,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 24,6054069,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 27,6054072,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,Aetna,1053.14,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 27,6054072,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 27,6054072,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 28,6054073,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 29,6054074,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 29,6054074,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 30,6054075,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 30,6054075,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,Aetna,1053.14,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 30,6054075,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 34,6054077,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 34,6054077,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 34,6054077,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Multiplan/Private Health Care System,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 38,6054079,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 10,6054035,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 13,6054038,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 14,6054039,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 15,6054040,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 15,6054040,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 15,6054040,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 15,6054040,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - Client Specific Rate,1147.65,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 17,6054042,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 18,6054043,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
