"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,30808.08,,,,,,,case rate,6806.00,30808.08,,,facility
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,,inpatient,,,,,CMS,Medicare,19579.49,,,,,,,case rate,6806.00,27552.26,,,facility
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,HMO/POS/PPO,59410.13,,,,,,,case rate,6806.00,59410.13,"If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750","If the MS DRG submission does not match the MS DRG assigned by the company's grouper, the payment will be calculated using the company-assigned MS DRG. Payment shall be lesser of the contracted DRG rate or Total billed charges | Reimbursement is 61% of charges, when total claim charges is greater than $288,750",facility
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan,Medicare Advantage,20718.48,,,,,,,case rate,6806.00,29155.05,,,facility
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan,Medicare Advantage,18811.67,,,,,,,case rate,6806.00,26471.78,,,facility
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",616,MS-DRG,,,,,,,,inpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,67660.91,,,,,,,case rate,6852.00,104597.59,,,facility
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,,inpatient,,,,,Aetna Healthcare,Medicare Advantage,26983.47,,,,,,,case rate,6852.00,42539.07,,,facility
"ARIPiprazole 1,064 mg/3.9 mL suspension,extended rel syring 3.9 mL Syringe",J1944,HCPCS,0250,RC,65757040403,NDC,25000002,CDM,,outpatient,3.9,ML,10870.94,3804.83,Denver Health Medical Plan Elevate,HMO/POS/PPO,5.40,,,,,,,case rate,3.32,3728.73,,,facility
"ARIPiprazole 15 MG tablet,disintegrating 30 each BLIST PACK",0250,RC,13811069330,NDC,25000003,CDM,,,,outpatient,1,EA,89.98,31.50,United Healthcare,HMO/POS/PPO,67.04,74.50,,,,,0,percent of total billed charges,25.77,67.04,No services performed during 15-month lookback period.,Reimbursed at 74.5% of the billed charges. The stated percentage rate applies to entire bill.,facility
"ARIPiprazole 400 mg suspension,extended rel recon 1 each Vial",J0401,HCPCS,0250,RC,59148001970,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Aetna Healthcare,HMO/POS/PPO,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 400 mg suspension,extended rel syring 1 each Syringe",J0401,HCPCS,0250,RC,59148007280,NDC,25000002,CDM,,inpatient,1,EA,8225.38,2878.89,Denver Health Medical Plan,Medicare Advantage,,,Service is bundled into MS-DRG payment where appropriate,,,,0,other,2821.31,2821.31,No services performed during 15-month lookback period.,,facility
"ARIPiprazole 441 mg/1.6 mL suspension,extended rel syring 1.6 mL Syringe",J1944,HCPCS,0250,RC,65757040103,NDC,25000002,CDM,,outpatient,1.6,ML,4505.71,1577.00,Denver Health Medical Plan Elevate,HMO/POS/PPO,5.40,,,,,,,case rate,3.32,1545.46,,,facility
"ASY CARBAMAZEPIN 10,11-EPXID",80161,CPT,,,,,,,,outpatient,,,,,United Healthcare,HMO/POS/PPO,18.64,,,,,,,fee schedule,18.64,65.19,Fee Schedule Default PPR 50%,Fee Schedule Default PPR 50%,facility
"Afamelanotide implant, 1 mg",J7352,HCPCS,,,,,,,,outpatient,,,,,United Healthcare,HMO/POS/PPO,4740.99,,,,,,,fee schedule,2943.42,6819.51,Fee Schedule Default PPR 50%,Fee Schedule Default PPR 50%,facility
"Aminolevulinic acid, 10% gel",J7345,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,Medicare Advantage,1.77,,,,,,,case rate,1.77,8.66,,,facility
"Amniocore sl, per sq cm",Q4367,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,131.27,,,,,,,case rate,131.27,213.74,,,facility
"Amnioplast 1, per sq cm",Q4334,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,213.74,,,facility
"Amniply, per sq cm",Q4249,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,2610.80,,,facility
"Ardeograft, per sq cm",Q4333,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,213.74,,,,,,,case rate,131.27,1377.00,,,facility
"Arthro, loose body + chondro",G0289,HCPCS,,,,,,,,outpatient,,,,,Denver Health Medical Plan Elevate,HMO/POS/PPO,117.61,,,,,,,case rate,72.23,5714.38,,,facility
"Axolotl dualgraft, per sq cm",Q4332,HCPCS,,,,,,,,outpatient,,,,,CMS,Medicare,131.27,,,,,,,case rate,131.27,3100.50,,,facility
"Azithromycin dihydrate, oral",Q0144,HCPCS,,,,,,,,outpatient,,,,,Aetna Healthcare,HMO/POS/PPO,40.31,,,,,,,fee schedule,21.07,127.28,,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,00409174910,NDC,25000003,CDM,,,,inpatient,10,ML,24.00,8.40,Denver Health Employer Group,HMO/POS/PPO,8.23,34.30,,,,,0,percent of total billed charges,8.23,8.23,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,00409812601,NDC,25000003,CDM,,,,outpatient,10,ML,24.00,8.40,Aetna Healthcare,HMO/POS/PPO,14.40,60.00,,,,,0,percent of total billed charges,6.87,17.88,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,00409812610,NDC,25000003,CDM,,,,outpatient,10,ML,24.00,8.40,CMS,Medicare,,,Service is bundled into other payable services where appropriate,,,,0,other,6.87,17.88,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,00409812610,NDC,25000003,CDM,,,,outpatient,10,ML,24.00,8.40,United Healthcare,HMO/POS/PPO,17.88,74.50,,,,,0,percent of total billed charges,6.87,17.88,No services performed during 15-month lookback period.,Reimbursed at 74.5% of the billed charges. The stated percentage rate applies to entire bill.,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 10 mL Vial",0250,RC,63323046217,NDC,25000003,CDM,,,,inpatient,10,ML,24.00,8.40,Cigna Healthcare,HMO/POS/PPO,,,Not reimbursed per the contract,,,,0,other,8.23,8.23,No services performed during 15-month lookback period.,,facility
"BUPivacaine-EPINEPHrine (PF) 0.5 %-1:200,000 solution 30 mL Vial",0250,RC,00409174929,NDC,25000003,CDM,,,,outpatient,30,ML,27.75,9.72,Denver Health Medical Plan,Medicare Advantage,,,Service is bundled into other payable services where appropriate,,,,0,other,7.95,20.67,No services performed during 15-month lookback period.,,facility
